 TWA\TWS	        0	        1	        2	        3	        4	        5	        6	        7	        8	        9	       10	       11	       12	       13	       14	       15	       16	       17	       18	       19	       20	       21	       22	       23	       24	       25	       26	       27	       28	       29	       30	       31	       32	       33	       34	       35	       36	       37	       38	       39	
111     	 0.000000	 3.159553	 6.325956	 9.467739	 12.400158	 14.930804	 16.989890	 18.602053	 20.046991	 21.535354	 22.746536	 23.357145	 23.563898	 23.642297	 23.662866	 23.644879	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	 23.607616	
112     	 0.000000	 3.219830	 6.431320	 9.590869	 12.513819	 15.014489	 17.044171	 18.645966	 20.093256	 21.586664	 22.805505	 23.427456	 23.644948	 23.729053	 23.750655	 23.730586	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	 23.689683	
113     	 0.000000	 3.277932	 6.532280	 9.707354	 12.619045	 15.088904	 17.089536	 18.682407	 20.133345	 21.631868	 22.857888	 23.491013	 23.719257	 23.808958	 23.831335	 23.808829	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	 23.763883	
114     	 0.000000	 3.333063	 6.627458	 9.815622	 12.714416	 15.152998	 17.125302	 18.710852	 20.166768	 21.670496	 22.903207	 23.547284	 23.786222	 23.881350	 23.904206	 23.878881	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	 23.829465	
115     	 0.000000	 3.384425	 6.715477	 9.914101	 12.798507	 15.205723	 17.150784	 18.730781	 20.193038	 21.702074	 22.940984	 23.595737	 23.845240	 23.945571	 23.968570	 23.940013	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	 23.885679	
116     	 0.000000	 3.431220	 6.794960	 10.001219	 12.869897	 15.246031	 17.165298	 18.741672	 20.211666	 21.726133	 22.970741	 23.635842	 23.895707	 24.000961	 24.023726	 23.991499	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	 23.931776	
117     	 0.000000	 3.472650	 6.864531	 10.075405	 12.927164	 15.272872	 17.168161	 18.743002	 20.222164	 21.742200	 22.991999	 23.667065	 23.937019	 24.046859	 24.068976	 24.032612	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	 23.967007	
118     	 0.000000	 3.507919	 6.922813	 10.135087	 12.968884	 15.285198	 17.158688	 18.734250	 20.224045	 21.749804	 23.004281	 23.688877	 23.968575	 24.082605	 24.103620	 24.062623	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	 23.990620	
119     	 0.000000	 3.536229	 6.968428	 10.178693	 12.993637	 15.281960	 17.136196	 18.714895	 20.216820	 21.748474	 23.007107	 23.700744	 23.989769	 24.107541	 24.126958	 24.080805	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	 24.001868	
120     	 0.000000	 3.556783	 7.000000	 10.204652	 13.000000	 15.262109	 17.100000	 18.684413	 20.200000	 21.737738	 23.000000	 23.702136	 24.000000	 24.121005	 24.138291	 24.086432	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	 24.000000	
121     	 0.000000	 3.568981	 7.016501	 10.211801	 12.986936	 15.224899	 17.049626	 18.642433	 20.173216	 21.717232	 22.982593	 23.692646	 23.998807	 24.122501	 24.137103	 24.078977	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	 23.984487	
122     	 0.000000	 3.573024	 7.018296	 10.200611	 12.954951	 15.170797	 16.985436	 18.589172	 20.136570	 21.687022	 22.954964	 23.672367	 23.986307	 24.112186	 24.123608	 24.058724	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	 23.955687	
123     	 0.000000	 3.569310	 7.006101	 10.171964	 12.904938	 15.100572	 16.908002	 18.524997	 20.090282	 21.647283	 22.917302	 23.641517	 23.962758	 24.090381	 24.098202	 24.026156	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	 23.914177	
124     	 0.000000	 3.558239	 6.980630	 10.126740	 12.837790	 15.014994	 16.817895	 18.450277	 20.034571	 21.598188	 22.869796	 23.600317	 23.928422	 24.057404	 24.061283	 23.981759	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	 23.860534	
125     	 0.000000	 3.540208	 6.942598	 10.065821	 12.754397	 14.914832	 16.715688	 18.365377	 19.969659	 21.539912	 22.812637	 23.548983	 23.883557	 24.013577	 24.013247	 23.926017	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	 23.795336	
126     	 0.000000	 3.515617	 6.892720	 9.990086	 12.655653	 14.800856	 16.601952	 18.270665	 19.895765	 21.472627	 22.746013	 23.487735	 23.828424	 23.959220	 23.954492	 23.859414	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	 23.719162	
127     	 0.000000	 3.484864	 6.831710	 9.900417	 12.542449	 14.673834	 16.477258	 18.166508	 19.813109	 21.396508	 22.670114	 23.416792	 23.763282	 23.894653	 23.885414	 23.782436	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	 23.632588	
128     	 0.000000	 3.448348	 6.760283	 9.797694	 12.415678	 14.534537	 16.342179	 18.053274	 19.721911	 21.311729	 22.585129	 23.336371	 23.688391	 23.820196	 23.806411	 23.695567	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	 23.536193	
129     	 0.000000	 3.406468	 6.679154	 9.682799	 12.276232	 14.383733	 16.197286	 17.931328	 19.622392	 21.218464	 22.491247	 23.246692	 23.604010	 23.736169	 23.717879	 23.599291	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	 23.430554	
130     	 0.000000	 3.359622	 6.589037	 9.556612	 12.125003	 14.222192	 16.043150	 17.801039	 19.514771	 21.116886	 22.388658	 23.147972	 23.510400	 23.642892	 23.620215	 23.494093	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	 23.316249	
131     	 0.000000	 3.308209	 6.490647	 9.420013	 11.962884	 14.050684	 15.880344	 17.662773	 19.399269	 21.007169	 22.277552	 23.040431	 23.407820	 23.540686	 23.513817	 23.380459	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	 23.193856	
132     	 0.000000	 3.252629	 6.384700	 9.273885	 11.790766	 13.869978	 15.709440	 17.516897	 19.276106	 20.889488	 22.158116	 22.924287	 23.296530	 23.429870	 23.399081	 23.258871	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	 23.063952	
133     	 0.000000	 3.193279	 6.271909	 9.119106	 11.609542	 13.680843	 15.531008	 17.363779	 19.145502	 20.764016	 22.030542	 22.799759	 23.176790	 23.310766	 23.276403	 23.129816	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	 22.927115	
134     	 0.000000	 3.130558	 6.152989	 8.956559	 11.420103	 13.484049	 15.345621	 17.203786	 19.007676	 20.630926	 21.895018	 22.667065	 23.048859	 23.183692	 23.146182	 22.993777	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	 22.783924	
135     	 0.000000	 3.064866	 6.028656	 8.787125	 11.223343	 13.280365	 15.153850	 17.037284	 18.862849	 20.490394	 21.751734	 22.526424	 22.912997	 23.048970	 23.008814	 22.851239	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	 22.634955	
136     	 0.000000	 2.996600	 5.899624	 8.611683	 11.020153	 13.070561	 14.956267	 16.864641	 18.711242	 20.342592	 21.600879	 22.378054	 22.769464	 22.906919	 22.864696	 22.702688	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	 22.480786	
137     	 0.000000	 2.926161	 5.766607	 8.431114	 10.811426	 12.855405	 14.753444	 16.686224	 18.553074	 20.187695	 21.442642	 22.222174	 22.618520	 22.757860	 22.714225	 22.548606	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	 22.321996	
138     	 0.000000	 2.853945	 5.630320	 8.246300	 10.598053	 12.635668	 14.545952	 16.502400	 18.388565	 20.025876	 21.277213	 22.059003	 22.460424	 22.602113	 22.557798	 22.389480	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	 22.159162	
139     	 0.000000	 2.780353	 5.491478	 8.058122	 10.380927	 12.412120	 14.334363	 16.313535	 18.217935	 19.857310	 21.104781	 21.888759	 22.295436	 22.439997	 22.395811	 22.225794	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	 21.992861	
140     	 0.000000	 2.705783	 5.350796	 7.867459	 10.160940	 12.185528	 14.119249	 16.119998	 18.041405	 19.682170	 20.925536	 21.711661	 22.123817	 22.271834	 22.228662	 22.058032	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	 21.823671	
141     	 0.000000	 2.630633	 5.208989	 7.675194	 9.938984	 11.956663	 13.901182	 15.922155	 17.859195	 19.500630	 20.739666	 21.527927	 21.945825	 22.097943	 22.056748	 21.886678	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	 21.652171	
142     	 0.000000	 2.555302	 5.066770	 7.482205	 9.715952	 11.726294	 13.680733	 15.720374	 17.671524	 19.312864	 20.547362	 21.337775	 21.761720	 21.918645	 21.880466	 21.712219	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	 21.478937	
143     	 0.000000	 2.480190	 4.924856	 7.289376	 9.492735	 11.495191	 13.458473	 15.515020	 17.478613	 19.119046	 20.348812	 21.141425	 21.571763	 21.734259	 21.700212	 21.535137	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	 21.304548	
144     	 0.000000	 2.405694	 4.783960	 7.097585	 9.270226	 11.264122	 13.234976	 15.306463	 17.280682	 18.919349	 20.144207	 20.939096	 21.376212	 21.545106	 21.516384	 21.355918	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	 21.129581	
145     	 0.000000	 2.332214	 4.644797	 6.907715	 9.049318	 11.033858	 13.010812	 15.095067	 17.077951	 18.713948	 19.933734	 20.731004	 21.175328	 21.351506	 21.329378	 21.175047	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	 20.954614	
146     	 0.000000	 2.260148	 4.508083	 6.720645	 8.830901	 10.805168	 12.786552	 14.881202	 16.870641	 18.503016	 19.717584	 20.517370	 20.969371	 21.153779	 21.139592	 20.993007	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	 20.780225	
147     	 0.000000	 2.189896	 4.374531	 6.537257	 8.615869	 10.578821	 12.562770	 14.665232	 16.658970	 18.286728	 19.495947	 20.298411	 20.758599	 20.952245	 20.947422	 20.810285	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	 20.606991	
148     	 0.000000	 2.121855	 4.244857	 6.358432	 8.405113	 10.355587	 12.340036	 14.447527	 16.443159	 18.065257	 19.269011	 20.074347	 20.543274	 20.747225	 20.753265	 20.627363	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	 20.435490	
149     	 0.000000	 2.056424	 4.119775	 6.185049	 8.199526	 10.136234	 12.118922	 14.228453	 16.223430	 17.838777	 19.036965	 19.845396	 20.323654	 20.539039	 20.557518	 20.444727	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	 20.266301	
150     	 0.000000	 1.994003	 4.000000	 6.017991	 8.000000	 9.921533	 11.900000	 14.008376	 16.000000	 17.607462	 18.800000	 19.611776	 20.100000	 20.328007	 20.360579	 20.262862	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	 20.100000	
151     	 0.000000	 1.934904	 3.886094	 5.857951	 7.807240	 9.712095	 11.683731	 13.787607	 15.773074	 17.371483	 18.558299	 19.373694	 19.872549	 20.114409	 20.162783	 20.082164	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	 19.937050	
152     	 0.000000	 1.879100	 3.778009	 5.704875	 7.621201	 9.507897	 11.470133	 13.566224	 15.542784	 17.130997	 18.312025	 19.131311	 19.641448	 19.898370	 19.964216	 19.902679	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	 19.777451	
153     	 0.000000	 1.826477	 3.675544	 5.558523	 7.441652	 9.308758	 11.259115	 13.344249	 15.309247	 16.886162	 18.061336	 18.884774	 19.406824	 19.679973	 19.764908	 19.724366	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	 19.621087	
154     	 0.000000	 1.776920	 3.578499	 5.418656	 7.268360	 9.114498	 11.050584	 13.121701	 15.072578	 16.637131	 17.806390	 18.634233	 19.168803	 19.459303	 19.564883	 19.547183	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	 19.467843	
155     	 0.000000	 1.730318	 3.486672	 5.285034	 7.101095	 8.924936	 10.844448	 12.898604	 14.832894	 16.384060	 17.547344	 18.379834	 18.927511	 19.236443	 19.364168	 19.371087	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	 19.317603	
156     	 0.000000	 1.686555	 3.399864	 5.157415	 6.939624	 8.739891	 10.640614	 12.674977	 14.590311	 16.127106	 17.284356	 18.121728	 18.683073	 19.011479	 19.162790	 19.196037	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	 19.170252	
157     	 0.000000	 1.645518	 3.317873	 5.035560	 6.783716	 8.559184	 10.438992	 12.450843	 14.344943	 15.866422	 17.017584	 17.860061	 18.435615	 18.784494	 18.960775	 19.021991	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	 19.025673	
158     	 0.000000	 1.607095	 3.240498	 4.919228	 6.633138	 8.382632	 10.239489	 12.226222	 14.096909	 15.602164	 16.747185	 17.594983	 18.185263	 18.555572	 18.758150	 18.848907	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	 18.883753	
159     	 0.000000	 1.571170	 3.167540	 4.808181	 6.487659	 8.210055	 10.042012	 12.001135	 13.846322	 15.334489	 16.473316	 17.326641	 17.932142	 18.324798	 18.554942	 18.676744	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	 18.744374	
160     	 0.000000	 1.537632	 3.098796	 4.702176	 6.347048	 8.041273	 9.846469	 11.775603	 13.593301	 15.063550	 16.196137	 17.055185	 17.676380	 18.092256	 18.351176	 18.505459	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	 18.607422	
161     	 0.000000	 1.506365	 3.034067	 4.600975	 6.211071	 7.876105	 9.652769	 11.549648	 13.337959	 14.789504	 15.915804	 16.780761	 17.418100	 17.858030	 18.146880	 18.335011	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	 18.472781	
162     	 0.000000	 1.477256	 2.973152	 4.504337	 6.079499	 7.714371	 9.460819	 11.323291	 13.080414	 14.512506	 15.632475	 16.503520	 17.157430	 17.622204	 17.942080	 18.165357	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	 18.340335	
163     	 0.000000	 1.450193	 2.915850	 4.412021	 5.952098	 7.555888	 9.270528	 11.096553	 12.820781	 14.232712	 15.346307	 16.223608	 16.894495	 17.384863	 17.736803	 17.996457	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	 18.209969	
164     	 0.000000	 1.425060	 2.861960	 4.323789	 5.828638	 7.400478	 9.081802	 10.869456	 12.559177	 13.950276	 15.057459	 15.941175	 16.629422	 17.146090	 17.531074	 17.828268	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	 18.081568	
165     	 0.000000	 1.401745	 2.811281	 4.239399	 5.708886	 7.247959	 8.894550	 10.642019	 12.295717	 13.665353	 14.766089	 15.656368	 16.362334	 16.905970	 17.324921	 17.660749	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	 17.955015	
166     	 0.000000	 1.380134	 2.763614	 4.158611	 5.592610	 7.098150	 8.708680	 10.414265	 12.030517	 13.378101	 14.472353	 15.369336	 16.093360	 16.664587	 17.118370	 17.493857	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	 17.830195	
