Grib  N° 216
Zone : Lon: 121, Lat: -48 X Lon: 178, Lat: 41
Cases en longitudes: 57 pas de 1.01786°;
Cases en latitudes: 90 pas de 1°

Données TWS, TWD de la fenêtre 0

Date: 2017/04/02 12:00:00 UTC
LATITUDE\LONGITUDE	121.00000	122.01786	123.03572	124.05358	125.07144	126.08930	127.10716	128.12502	129.14288	130.16074	131.17860	132.19646	133.21432	134.23218	135.25004	136.26790	137.28576	138.30362	139.32148	140.33934	141.35720	142.37506	143.39292	144.41078	145.42864	146.44650	147.46436	148.48222	149.50008	150.51794	151.53580	152.55366	153.57152	154.58938	155.60724	156.62510	157.64296	158.66082	159.67868	160.69654	161.71440	162.73226	163.75012	164.76798	165.78584	166.80370	167.82156	168.83942	169.85728	170.87514	171.89300	172.91086	173.92872	174.94658	175.96444	176.98230	178.00016	
-4.00000	9.33582;263.30410	0.63903;273.30106	3.45099;7.53813	5.81405;28.80156	5.33990;359.55303	7.42993;295.35830	3.46264;324.98953	9.92476;319.11388	9.45384;301.35976	5.10025;267.35460	8.66366;299.26812	12.06363;322.06834	5.71256;331.35064	8.10232;354.79412	2.43418;49.69647	2.43458;344.01062	0.76469;338.93426	0.43484;356.15526	0.74363;247.83982	1.86132;287.91838	1.85390;249.66685	1.53395;260.14974	2.00953;13.78891	2.62151;328.83588	6.06748;338.44060	9.16714;335.96226	10.07609;318.62899	10.49593;309.74036	10.25322;310.84871	7.70396;305.31416	7.20372;284.30548	2.97232;264.88224	11.91578;317.63137	9.05149;336.42980	8.94289;355.12838	6.99451;350.60312	6.67733;352.66438	7.39040;349.81175	6.80261;2.58606	7.42796;12.47888	8.44677;20.65790	10.47801;33.05328	9.49236;29.50476	9.42569;25.92564	9.26685;24.81795	9.23123;20.67890	9.38154;21.22162	9.04709;24.29623	8.52925;28.08939	8.16334;32.80081	6.96551;38.20033	6.36377;41.26001	6.61151;43.77302	7.51877;30.84182	9.13315;27.72674	9.88891;18.01112	10.74751;15.41872	
-5.00000	1.38136;193.84070	3.52111;279.41760	3.10977;316.16501	8.51750;342.63193	10.36382;332.75249	9.84562;320.33492	9.29423;272.44890	10.32743;273.66917	11.54769;286.56807	7.14860;275.43930	1.61066;308.17276	6.35632;306.28116	13.87287;307.00959	12.56879;314.59899	13.08670;320.63574	6.46396;36.32887	2.75560;358.32527	1.69382;292.86619	0.99463;329.46065	0.03858;188.27667	1.28656;223.51237	1.17133;179.04912	2.04871;156.68720	0.77606;198.18535	0.32541;13.32067	1.46293;263.59701	7.44920;296.35109	6.58111;302.41798	2.14388;274.15964	0.97332;180.53129	0.63432;208.63849	9.89514;324.32101	6.05628;303.13411	9.83566;327.97781	9.53528;331.28234	9.90910;343.50961	8.88250;340.18508	8.07986;336.85209	6.99962;340.77003	5.58737;346.67445	6.07065;8.33845	8.39334;29.87820	8.38769;22.55347	8.62624;12.99907	9.05750;11.31596	9.27267;3.76094	10.10192;2.72531	10.04385;7.97752	9.58057;10.25088	8.89246;14.84429	7.30327;18.64231	6.13538;18.73919	6.15874;15.02577	6.21492;7.48333	7.16932;1.98730	8.73157;356.59998	10.05336;1.55115	
-6.00000	17.37172;260.33742	14.86325;256.30724	14.09303;273.16826	10.26994;285.34357	12.45791;287.68575	11.27609;290.43120	11.66665;288.84853	12.24595;284.02742	12.57807;285.47956	10.57040;307.19021	9.40544;302.09701	10.75819;304.66634	13.27236;293.65917	8.70331;301.53876	13.46177;301.41780	10.57518;293.81813	5.30148;309.01743	2.59001;309.77804	2.87730;276.03798	0.83720;9.88399	3.26174;282.68954	0.75363;253.90236	1.00832;156.88988	1.29818;330.59458	1.04611;130.37265	0.57159;347.51494	3.52023;299.12405	4.53778;13.90766	2.06926;25.60219	2.86821;341.10212	5.38879;239.88341	4.30481;279.53378	8.00144;296.08573	9.39166;346.91294	5.80081;307.79921	9.39686;324.38654	9.31706;327.13549	9.17665;322.31449	8.06277;325.95747	7.10138;328.95555	6.86735;338.80996	7.01282;17.48571	7.15271;10.33270	7.02713;359.64339	8.21324;354.52823	9.07427;346.38349	9.44230;347.26265	10.00802;348.88540	10.03980;356.27337	9.90476;357.89118	9.03594;358.12493	8.13305;353.86018	7.78758;349.56378	7.52593;346.32986	7.78816;335.85311	8.61690;331.56181	9.09728;331.68266	
-7.00000	9.37298;283.43103	12.61589;279.01531	10.06715;275.51685	9.70631;291.68422	11.19954;283.21376	10.58378;279.24780	10.39108;284.72774	7.11997;286.60935	7.53725;310.03071	8.98517;305.69474	7.66997;292.51599	7.83429;281.87870	6.93499;274.43209	7.87328;284.68812	9.09422;289.86801	6.40532;281.50260	7.70487;304.13107	2.73582;241.34081	2.35316;181.75810	2.02814;248.28119	1.33838;161.48874	1.98615;49.76364	2.20192;353.73577	1.53299;359.42917	2.83498;22.33761	0.41404;227.24500	5.82735;282.48134	3.31870;12.62636	1.41046;187.12502	1.02010;231.88754	5.66298;213.61916	5.44851;253.60619	6.58533;292.80330	9.63097;315.89952	6.07809;314.81860	6.54984;326.35238	9.97354;315.28427	10.15700;316.17863	9.40668;321.47702	8.89314;316.76253	8.60582;325.50947	7.38018;350.26328	8.76739;0.69869	7.78146;349.41428	7.41224;340.43411	7.31614;329.29210	9.09489;325.78349	11.96450;335.52523	12.78384;342.81592	12.67771;343.09039	10.95882;349.99667	9.56152;340.68467	8.94461;336.85046	8.72762;329.94014	9.59472;320.17808	10.63631;315.48868	10.90613;320.35133	
-8.00000	2.25971;261.59109	1.09599;123.65906	1.29948;334.96447	0.90790;338.04824	1.31117;282.47445	1.80092;327.67537	5.00190;322.11916	6.32685;325.42620	6.10784;320.91587	5.20217;320.23006	3.41555;321.28417	1.96859;258.52918	3.68249;238.13888	4.34897;257.94924	4.63285;240.04639	4.19619;246.38947	2.09437;253.11739	0.87671;68.14433	2.91825;285.31001	2.55287;275.61943	2.66445;152.97134	2.16253;117.14087	2.13234;5.98085	4.86939;101.23816	6.03201;108.66091	0.63383;341.93735	1.37653;323.41167	4.62254;330.61075	0.47015;150.25512	4.52287;169.66322	5.23197;194.57010	6.52290;220.20127	1.91261;149.26194	4.11734;303.95265	8.17231;315.83841	5.99181;344.47589	6.39486;316.87223	8.59852;328.53421	8.86157;315.31105	9.69675;310.20264	7.08702;309.58021	7.56630;327.36737	7.68577;334.37467	8.92120;334.89788	8.18705;339.15099	8.26886;321.84504	9.56278;307.26822	7.46703;299.90213	8.12092;312.58458	10.00129;322.50202	9.83845;335.05013	11.54882;334.13364	11.14903;335.59325	10.29450;322.47231	11.63255;315.25049	10.58014;299.73966	9.57749;287.84657	
-9.00000	2.69718;58.25724	7.29942;149.60408	9.08187;92.68175	5.95525;114.26441	1.36768;160.05585	2.88968;344.86252	7.35433;47.35652	4.84232;18.67133	3.55199;10.44900	3.40766;35.90242	3.67859;65.06267	1.25690;135.98376	0.96375;256.15995	0.27287;162.53056	2.05517;125.56918	2.08399;109.27491	2.13782;350.27902	3.12759;297.12563	1.76996;228.11615	5.61514;193.90732	2.11772;141.76154	2.13232;82.27247	6.76462;141.38133	10.68532;127.36396	10.54344;145.87340	8.61333;126.52077	2.15073;33.27786	2.14307;271.70797	1.14571;194.74356	2.11821;168.81381	3.73285;136.37146	4.10865;145.40771	1.71015;169.23672	3.35037;273.13598	5.47567;260.58717	8.75882;323.81931	6.71571;321.85302	11.01839;330.57232	3.65296;331.65939	3.83395;332.03175	6.44891;306.23434	9.30152;312.55237	6.81218;326.87675	6.47502;308.77263	5.92699;296.48942	7.33581;283.47359	7.08802;275.59802	6.70666;273.43628	6.91854;283.62785	6.14406;279.97490	8.51763;312.97472	8.08223;296.99028	8.04554;302.92985	5.82700;300.64580	7.45040;278.05548	8.76733;283.31835	8.69872;279.77806	
-10.00000	11.66023;166.79776	11.90236;134.46405	13.00562;107.95021	2.96680;75.85814	9.39674;90.37252	12.40987;82.25828	9.19202;82.56269	4.98562;73.17237	2.46496;70.72488	4.04575;79.28125	4.33614;76.27399	2.52878;76.13253	2.35620;58.99976	2.67172;67.73800	1.66324;70.18852	1.57038;50.52496	1.44542;43.91024	0.52085;261.49250	3.39433;199.79641	5.40891;181.93447	7.24875;138.29373	10.69310;126.79699	10.89338;130.89739	13.43477;122.59327	14.89849;128.43098	13.86889;129.00972	10.91354;116.23645	1.34960;87.43513	1.21657;347.07400	5.03697;153.89971	5.06714;132.49695	5.57522;123.30777	4.78471;129.32871	1.82208;116.59239	1.14208;286.16776	4.07638;332.90954	2.29904;338.97675	5.11774;337.87934	0.75461;14.16511	5.29809;316.62045	3.53101;308.22632	4.72294;305.50204	4.20870;281.05044	4.32822;257.16585	5.15664;262.48171	5.85816;260.57331	6.32721;247.39774	5.76604;259.86256	6.78977;287.78654	6.72198;283.88756	2.99521;286.81322	3.98762;307.01513	6.30784;290.92596	4.60662;283.33023	5.98945;270.71723	7.07560;269.93254	7.44137;266.25562	
-11.00000	7.36881;157.01972	10.81269;141.87748	13.82965;107.61489	13.22753;105.22484	13.77233;104.80119	14.86112;109.93765	14.43984;111.02367	13.90872;111.17836	8.17137;101.92474	6.19232;53.02578	6.01523;61.36442	6.37227;83.33111	4.70769;57.56328	3.85231;46.26758	2.47720;47.86241	1.87236;10.94596	1.79177;7.29849	0.83779;354.91377	1.12730;210.57575	3.38674;160.36697	7.67878;116.89586	6.81225;115.16110	14.63709;114.44458	16.58417;118.25618	17.01240;127.70790	15.88054;137.08329	13.68770;139.08275	12.59692;127.77883	7.14457;109.71674	3.73728;101.94407	5.89850;136.44211	6.13456;128.23166	6.96822;125.29056	4.81470;117.89968	3.86338;86.14566	1.32575;41.28471	2.39170;357.27154	3.25913;10.41855	2.65733;63.93354	3.75759;96.40664	1.35980;312.84504	4.58215;328.83199	2.29425;271.21371	3.71411;255.63939	6.30218;246.22592	4.69057;222.78321	4.67316;240.57733	5.44420;262.07618	6.58454;278.17029	4.28088;275.53715	3.81114;289.42658	4.09041;308.53649	4.84730;301.77157	5.43760;296.79405	5.58273;281.53490	6.38309;268.13096	7.96820;259.45762	
-12.00000	9.88242;145.90359	12.22042;120.28071	14.60868;105.12540	13.04591;108.13528	15.05498;108.86306	16.02228;105.01918	14.66761;111.03151	12.37726;117.51882	9.06932;126.57271	5.15331;95.47404	7.18397;60.10513	7.25458;82.25115	3.76317;128.45644	7.61069;112.16283	7.83166;107.85032	4.59991;107.65012	2.88913;72.95367	1.60593;64.39026	1.57316;107.25055	9.99529;99.05089	14.99611;95.73868	4.80071;120.40673	16.86769;124.62040	18.21918;126.14243	17.59274;129.57537	16.00342;136.30911	14.64977;144.27054	13.07076;145.50640	13.11634;132.05664	9.56799;125.08166	7.40856;130.87197	6.04252;123.70540	5.76525;114.58625	6.50714;130.56602	6.99684;133.63795	3.47468;100.06833	4.21776;80.98482	3.66719;74.05711	2.80007;66.59929	2.29921;77.10813	3.62709;79.72289	2.87435;76.03706	2.59068;166.32869	4.28545;191.15193	4.19624;207.77585	4.70110;204.71061	2.67461;217.47287	2.90791;250.25446	4.61943;260.97210	5.17222;266.93006	5.74428;320.76789	5.98977;325.48477	5.37585;319.69308	5.51940;302.15083	6.14210;285.21584	7.28006;264.19807	7.81012;254.40719	
-13.00000	9.94498;125.21221	8.55235;112.99853	10.58791;97.60333	13.74206;91.53114	14.96203;94.24684	15.18710;104.35462	15.73538;114.48496	12.51751;125.69179	8.91883;123.92904	6.16839;166.60750	4.42398;116.82400	4.91132;124.82854	5.80533;120.66106	4.15121;149.49637	2.40466;118.22233	3.68002;89.24336	8.61868;92.38229	7.29786;90.77392	8.20221;89.04946	12.74737;68.60745	15.29367;91.20678	4.24115;106.03016	10.62290;119.29493	19.21923;123.09699	18.59435;130.22123	17.36789;136.19264	15.57636;141.99458	14.94105;144.65989	15.61827;148.90172	13.86220;138.14895	10.20232;142.73492	5.84836;157.07397	3.97913;108.34555	6.98567;98.63562	5.73890;128.95077	7.75606;116.36597	8.98211;85.90467	7.61171;81.13280	7.48282;78.18945	6.49410;79.99013	5.27722;82.89697	5.90513;83.28157	3.94190;111.25051	3.83430;140.22418	3.84631;170.39963	3.58371;193.85233	2.97444;202.27423	3.05023;258.02051	4.65959;280.22938	6.68922;279.70320	4.14462;298.09146	6.79431;340.75637	6.73907;351.30171	5.24513;316.86213	5.00499;293.28917	5.57726;273.44679	5.98265;259.89496	
-14.00000	8.72007;115.76536	7.16488;105.95180	6.06367;103.43929	7.80059;81.60761	11.77780;109.90636	12.77723;117.73459	5.07616;124.31077	11.22722;101.73794	7.39906;144.89453	3.80687;121.49059	3.70755;115.67567	4.77110;86.95458	4.56818;81.29443	3.42803;98.31389	3.23430;132.07680	7.56373;113.84438	9.06417;99.50474	9.24562;88.63143	9.10540;93.78600	13.64650;59.77529	11.89292;75.41183	4.37354;100.11124	5.50810;111.35834	19.85879;117.78910	19.77564;124.53202	18.32492;131.15505	16.48644;134.50320	14.95086;139.93118	17.05207;144.93307	16.58675;139.45333	13.76010;146.32565	13.55769;149.08837	9.57760;130.54706	7.96582;105.17909	7.52535;109.29144	9.65891;114.26455	9.64571;99.57849	8.20751;88.10531	6.77866;78.48062	6.63397;77.20005	6.23960;88.62295	5.11453;94.50793	5.01063;107.38054	4.95145;130.25485	6.49103;136.84448	6.60252;128.53336	3.71831;135.69895	2.47176;117.87900	0.78110;321.78111	2.71173;307.28061	5.01852;341.06186	8.55829;358.93100	6.88763;6.57465	5.76239;339.29692	5.00035;320.36269	3.23426;285.28411	4.82207;228.92271	
-15.00000	5.83620;87.70939	4.04310;75.20610	1.67500;24.01582	2.81704;248.35276	10.08431;118.73386	4.94937;133.16983	6.15119;144.08977	6.46358;158.93775	6.56635;148.20138	4.69899;130.47018	5.25139;132.52478	4.74232;122.69995	3.29507;100.63710	2.59054;101.26777	6.19620;108.66231	10.51925;99.83760	8.88450;102.85650	8.46317;118.80791	9.25184;118.26651	9.92504;93.74167	12.71739;57.21110	5.12966;71.66804	5.41019;86.83638	5.81321;115.51112	18.38759;121.48211	20.12163;124.69410	17.93502;129.39689	15.39404;132.27223	16.57481;142.33718	17.73054;144.38273	17.37563;141.17602	16.09972;142.15050	13.82866;140.64713	10.30707;126.74239	10.21525;108.06949	11.30047;115.27351	10.30151;106.70132	8.04485;101.18640	6.48194;104.52632	8.66336;94.97887	7.23509;94.79918	6.95393;90.86954	6.01384;101.65497	6.09568;117.95426	2.98682;106.13849	2.55915;114.07694	7.53886;122.08368	7.26494;126.76565	6.57719;126.86651	4.05611;71.77779	5.79940;39.38264	6.13020;21.21100	7.03971;16.68864	3.93445;6.99230	1.90878;333.75069	1.09316;314.71903	2.49070;97.62419	
-16.00000	2.54488;108.71174	2.16282;79.21522	6.63199;134.94063	16.13726;107.85221	5.27593;112.14245	5.32386;133.52058	5.97393;153.35991	7.45805;154.74403	6.09268;146.47724	7.97185;138.80619	6.81245;134.37574	7.07847;137.48182	6.17988;143.20940	5.93737;139.02230	4.91629;154.09349	4.78279;159.99342	6.03420;105.31663	5.89342;81.55988	3.62968;101.92074	1.73670;191.53129	3.32403;30.52704	6.71667;50.38975	4.21090;72.06438	5.14073;102.49332	11.47039;138.66884	20.02358;124.07882	18.77863;128.94973	16.41954;131.30908	15.61005;142.48796	17.12965;144.73366	17.77418;144.33703	18.55157;144.01985	17.53276;140.77272	13.59297;142.96295	12.14520;130.59931	11.30786;113.74048	10.23943;111.79737	9.19316;105.14993	8.36574;103.54544	9.75972;99.77112	10.29152;109.74919	10.73666;113.08826	9.52230;112.06204	8.39670;109.61367	8.85667;105.47901	8.04936;94.70412	8.05505;107.41176	8.28766;113.99797	10.20076;112.24948	9.56437;103.21718	8.76095;87.90196	6.80236;65.01674	4.40668;55.53183	4.37992;70.50115	4.39413;109.41445	6.58301;55.77031	9.47915;70.97056	
-17.00000	5.77587;178.26430	7.41439;138.52863	8.37417;134.26644	6.62259;118.67891	5.79563;105.79177	5.58816;107.01232	7.69144;126.68745	7.66729;151.00465	7.05068;141.05402	8.75632;138.29358	8.91669;139.63308	9.34356;133.09478	9.66822;138.34159	9.13298;151.06739	8.78585;158.31629	6.11018;137.53994	4.82716;160.85804	4.44117;185.01189	2.60712;183.29717	3.93784;237.31406	4.32124;220.95074	6.01876;68.45631	5.94451;76.13370	8.90464;94.92900	2.55704;123.25759	18.82627;125.12918	17.45450;133.13173	16.26682;135.61002	15.90674;136.23783	15.70552;143.25207	16.55016;145.81346	16.43436;145.76861	16.28459;144.14510	15.32593;138.35741	12.37750;127.95153	10.84216;127.19656	10.42724;117.22425	9.25060;108.53775	8.99025;99.76334	10.67160;100.21075	10.40884;103.21356	10.52023;113.04985	10.22463;119.12337	9.24322;117.26020	10.62440;100.95838	10.31696;100.82828	9.09441;98.00333	9.29740;100.88118	9.87801;104.89220	9.96313;107.13396	8.44539;102.84249	7.12554;93.46265	6.92736;82.46857	5.20145;43.03133	8.13878;81.50374	13.99731;83.74706	11.99440;104.64431	
-18.00000	16.56093;110.11526	20.06884;110.30078	8.64647;124.58680	7.63301;122.00229	7.32777;112.88526	7.66162;110.61900	8.31680;112.94538	7.30566;135.37730	8.62460;130.57608	9.11177;134.64563	9.89170;137.03859	11.17959;132.88620	11.81700;137.51329	10.44559;146.46075	10.11057;152.89304	9.50947;155.34183	7.87187;162.82238	5.16825;149.33560	4.53930;167.74450	3.01630;193.94311	3.01353;194.18863	6.70490;84.25966	7.10182;84.23323	10.24695;96.06317	4.50944;106.78677	16.13908;123.30536	16.72357;128.26458	14.97067;130.91438	13.26057;129.94537	12.71173;135.39650	12.76762;140.63449	13.56323;142.42390	13.90666;143.08525	14.63741;144.98242	14.80365;136.38862	10.79684;125.26667	10.72860;124.83894	9.32185;121.77109	9.43570;102.50448	10.30241;97.71823	10.25283;105.88870	10.77129;111.49036	9.78642;119.77311	8.85262;111.85047	8.83918;102.87184	8.65313;99.06155	8.78638;90.38928	9.61260;94.17939	9.82956;97.18994	9.98191;102.82652	10.13508;115.93108	10.13731;114.54034	8.58005;108.16403	7.97353;97.59003	6.97124;27.01518	7.89590;97.63379	3.04384;61.79837	
-19.00000	17.58010;102.19210	9.07120;101.97934	8.45616;105.79343	8.93156;120.89105	8.72848;124.80491	7.76062;124.30305	8.01342;116.29157	7.12612;120.70644	8.93984;125.24513	10.28763;125.64213	12.00136;129.48594	12.04195;134.16286	11.73728;136.32192	13.45459;147.24438	12.90501;153.28057	14.14606;151.45929	11.37682;153.17664	10.49110;156.83626	11.40056;164.33104	9.72275;165.89430	10.07041;157.78168	7.29344;108.65225	10.42898;84.91318	5.46323;100.44032	4.99855;68.28548	9.81176;129.88841	15.95198;125.66754	19.57849;133.07691	16.59843;132.05704	12.65727;128.99099	10.55395;129.65694	11.11867;133.38487	11.64462;138.82397	12.16793;140.13935	12.62488;141.33193	14.15956;145.31728	12.77723;127.48356	10.59947;128.18555	7.97759;121.77305	10.87748;98.59608	10.35019;106.47456	9.31382;114.81606	8.46361;125.60652	7.45482;124.80476	7.17487;114.67648	6.73219;106.71509	7.20515;82.62650	8.66692;87.38273	9.51401;93.36282	11.01535;102.14278	10.42468;115.88180	10.92894;109.37277	11.87378;102.08624	13.88146;94.42037	14.94345;87.63000	14.30977;85.22188	14.71594;90.68116	
-20.00000	10.67880;119.31798	11.42519;121.13428	11.50719;126.98023	9.52294;125.14340	9.21711;126.04336	9.73118;124.27097	10.01485;123.50500	9.93722;122.63624	11.33645;114.87326	11.15284;120.76681	13.50909;121.16029	15.22209;125.99187	15.08487;133.71560	16.42563;137.58994	15.98832;148.19398	15.99130;152.34786	15.59453;154.26860	12.99878;156.31764	10.39013;160.19548	9.27537;166.10354	11.00352;150.23754	7.76340;131.09146	10.07215;62.56952	6.92675;53.35199	2.95722;67.64609	4.16254;85.57010	3.43050;143.24698	15.12153;144.35872	22.01532;133.31847	22.62056;134.69711	19.72126;126.30515	15.07518;129.94178	11.64746;132.22673	10.92058;136.83924	10.30447;139.66717	10.08483;138.90758	11.20857;141.87403	11.59538;134.83700	10.19771;128.26580	9.09244;113.67146	8.84111;109.92499	6.91048;124.91940	5.66841;129.50369	6.60600;130.16607	5.77554;132.23088	5.98636;105.61394	8.04410;84.47264	10.01052;82.34838	10.17084;84.70455	10.69686;96.99329	11.16584;106.87026	11.98400;104.34054	13.72272;102.43373	13.98281;96.85195	14.08712;94.26215	15.29486;92.64059	14.74049;98.49341	
-21.00000	12.80468;124.17255	12.25882;124.31247	12.18026;124.56503	11.18778;127.19045	11.33790;123.08523	11.62959;124.67819	10.82743;127.22992	9.77867;132.78471	9.58726;117.52102	10.33156;115.12826	13.15541;115.23222	14.46905;125.78912	14.95556;133.50960	17.33074;137.57285	17.25761;147.76887	16.46017;154.56371	16.20822;159.03057	14.44491;160.47999	11.21496;156.85226	11.46723;163.25145	9.77117;147.91608	12.59647;133.69947	10.33907;127.17583	10.08418;53.96288	5.08648;46.02192	4.03715;59.85477	4.16722;92.34883	4.04562;132.72184	18.69782;133.73633	21.80581;133.24089	23.66288;137.93337	22.41328;135.41462	20.29865;133.51390	14.70182;140.26233	9.80025;142.05724	7.65568;148.00079	6.74790;144.21289	7.34203;137.84366	8.03816;135.19595	7.53268;130.71997	6.34833;129.58319	6.66537;130.92028	7.97832;130.94955	3.03572;91.72973	6.34590;124.32774	6.39838;86.65429	8.18669;78.77278	8.98254;76.53513	9.95285;80.03876	10.34709;90.08073	10.76144;99.13156	12.31978;97.87990	13.52611;95.70240	13.82184;93.12396	14.41412;92.70536	14.75309;93.67975	15.64973;94.13125	
-22.00000	10.88909;118.34925	11.38838;123.18827	11.48444;120.22363	12.55519;127.25489	12.97057;130.86766	11.74663;135.24136	11.91832;129.92522	12.60266;127.47969	12.21596;126.68026	12.51591;112.16329	16.49803;115.91293	14.39525;125.85786	14.11585;133.08044	15.29676;137.76059	15.21986;148.97977	16.00503;155.83191	15.43303;161.13601	15.10568;161.00780	14.53671;156.02273	13.26402;153.56262	12.13623;148.59871	11.79617;142.58626	9.84520;137.08024	7.33312;118.22258	7.76488;86.96641	4.61727;83.07484	4.49609;110.53633	3.79445;101.91148	10.39439;139.39871	21.55900;127.12510	23.30677;136.81144	23.53905;144.73238	23.19332;147.56195	21.20380;149.11101	17.43257;150.18459	10.80450;149.96616	4.52440;173.16260	3.55724;179.97764	3.05043;139.31554	4.05336;139.94113	3.45979;152.51643	4.55055;139.38278	6.13138;130.17769	5.33642;121.48992	1.62104;48.47087	2.68236;48.71955	7.20034;55.42615	8.46639;63.77028	9.03669;71.43644	10.26627;80.05078	10.92458;88.87136	11.86840;91.32421	12.35155;90.43796	12.94487;90.63918	13.80972;91.46878	14.34298;92.77710	15.06932;91.40439	
-23.00000	9.35383;104.44054	8.82461;112.60530	8.00627;118.22632	9.73100;110.20508	10.64748;116.28905	11.46426;117.92505	13.71470;117.00813	13.53335;120.96376	15.41460;115.52454	15.72473;115.78582	13.68126;116.55049	11.57368;121.51168	14.25814;122.21238	18.19928;136.66624	16.54574;150.93559	13.67919;159.72126	14.42820;160.64475	13.57902;163.85069	16.14180;147.21129	16.92081;147.29760	16.10346;146.90075	13.47173;140.85601	11.69977;143.43091	10.60003;135.86929	7.32894;89.24015	6.39327;92.81978	4.93041;135.27154	4.37886;96.31800	4.40846;115.32214	6.38810;143.62525	23.15120;137.74281	23.49318;147.29611	21.82790;151.36714	20.96671;155.21929	18.66383;161.93114	16.71103;171.70684	10.68703;166.27970	2.56943;238.91359	3.96420;287.86723	2.32869;337.03063	1.08844;165.21425	0.40169;109.90636	4.19944;117.57326	4.45991;119.19043	5.13263;96.39938	5.69201;71.75439	4.94549;44.84076	9.35194;48.65723	10.18025;59.42463	11.31714;72.74460	12.03878;84.71930	12.35613;90.75005	12.43257;91.71487	12.71114;95.50658	13.68115;95.12979	14.20942;92.31285	13.78186;180.00000	
-24.00000	9.35070;99.09028	10.72876;103.53773	8.72467;115.65159	8.21721;118.12909	7.11700;109.51382	7.29785;105.93911	9.92428;101.32974	11.55508;109.45607	13.10002;112.63818	11.91787;114.32021	15.05554;113.19859	11.41934;115.84535	11.53140;114.85002	11.67198;132.71209	10.91887;145.33388	12.49495;156.08276	13.80806;158.96249	13.58301;157.48294	16.71019;145.28208	17.06333;146.38234	16.70965;146.95881	14.79663;145.92372	12.11214;141.28706	12.28301;146.56142	8.08890;108.16064	8.65510;101.11814	4.22981;126.81724	6.34828;162.87225	5.56717;135.70732	6.34360;128.44320	15.35476;149.52636	23.45421;153.62608	22.68543;155.98268	21.98604;161.08768	19.61865;164.08814	19.46137;171.42962	16.41751;184.82223	8.37175;193.65873	7.11832;308.84796	7.87278;324.20249	5.16414;339.04765	2.83510;26.43505	2.72792;79.53083	2.72674;102.21514	3.77821;76.00665	4.90738;66.83300	4.23436;27.68259	9.48740;41.17046	11.90001;54.21209	10.59376;61.44576	14.06058;64.17533	13.19533;71.22341	12.74012;81.98104	14.59921;87.27703	13.18728;95.21897	12.31496;91.18844	12.87601;88.01016	
-25.00000	8.69705;114.84669	8.49715;115.54506	9.71279;115.49835	11.27882;121.08738	11.48035;121.90049	12.26079;118.23493	11.53143;115.57588	10.00774;106.55534	12.54599;108.51917	11.69788;113.25485	11.74458;119.45435	11.78853;121.06097	10.59974;120.85924	9.88387;123.04938	11.39690;138.63021	13.22946;148.77636	14.72532;153.34024	14.64208;157.63641	15.13317;150.35279	15.43383;151.41430	14.27956;151.73252	13.32494;150.64908	11.16152;146.33484	9.75504;142.58664	10.55786;119.00952	7.74199;104.83875	6.92453;123.69007	5.41517;174.09090	5.58293;140.93517	9.04920;119.26859	5.57034;150.61720	13.98251;165.65659	22.36609;158.02290	22.73498;162.10416	22.05026;169.39834	21.48751;176.21351	18.69149;183.67119	13.91130;198.24001	9.65729;226.37014	11.77225;330.48042	9.97042;342.84389	6.15790;354.63134	4.10846;29.47589	3.03622;54.33482	4.19386;56.39832	4.72724;58.65643	6.05766;39.51838	11.03115;41.67127	8.54444;52.15245	10.64039;61.64182	12.21295;65.10321	13.72460;68.38394	14.40217;75.22101	15.06415;85.15679	12.08277;87.72173	11.59809;87.31023	12.10266;84.74725	
-26.00000	9.39543;94.27142	10.20984;101.82124	11.37331;112.74340	10.76838;114.02025	12.25816;118.23122	12.06241;126.65938	10.90339;119.41673	10.71091;117.33236	11.28743;99.91653	8.52087;99.84224	9.98792;109.21427	10.06553;117.54983	10.64166;127.28016	9.93877;131.59073	9.71108;125.83765	11.77575;134.55192	13.91557;149.78159	14.22844;157.04295	14.31754;154.51692	13.66380;158.56337	12.39305;158.69924	10.74546;159.12248	9.04788;149.87647	9.66426;136.69523	9.03132;116.44372	8.12066;112.77178	6.64484;130.74128	6.72757;139.71115	5.94658;105.35368	8.18097;117.97158	9.61101;142.46956	5.72569;181.10473	25.61799;162.80522	23.61041;164.07339	22.50098;171.22448	21.84090;181.86159	20.60123;191.09788	16.67155;197.82230	11.63077;231.09194	8.13728;319.72828	13.33151;352.14672	9.44957;353.09310	7.04775;18.90970	5.37797;34.17255	6.26778;49.80538	8.34981;60.94669	12.31162;62.16857	11.24297;68.38070	10.08793;73.77557	10.25699;70.43529	14.64406;68.82707	16.02674;80.80844	15.11316;90.86298	12.93261;87.54486	11.18456;87.90839	10.40377;83.33601	11.96531;79.89496	
